name,state,stream,fees,student_rating,placement_rate,industry_tieups,location
Indian Institute of Management Ahmedabad,Assam,Commerce,345375,2.7,66,Yes,Rural
Shiv Nadar University,Assam,Science,379191,2.9,61,No,Rural
Indian Institute of Management Ahmedabad,Madhya Pradesh,Commerce,486798,4.4,71,No,Rural
University of Delhi,Maharashtra,Arts,145261,4.7,40,Yes,Rural
University of Delhi,Bihar,Arts,328976,3.8,85,Yes,Semi-Urban
National Institute of Technology Trichy,Maharashtra,Science,300339,4.7,82,No,Urban
Birla Institute of Technology and Science,Rajasthan,Commerce,385266,5.0,73,No,Rural
Indian Institute of Technology Bombay,Rajasthan,Medical,181119,3.4,71,Yes,Semi-Urban
Birla Institute of Technology and Science,Maharashtra,Engineering,419469,3.3,55,No,Urban
Ashoka University,Odisha,Science,240615,4.6,55,Yes,Urban
Shiv Nadar University,Maharashtra,Medical,249539,3.7,53,No,Urban
Christ University,Uttar Pradesh,Commerce,424794,3.7,55,No,Urban
Shiv Nadar University,Odisha,Engineering,229982,3.1,71,No,Semi-Urban
Vellore Institute of Technology,Odisha,Engineering,369778,3.3,42,No,Semi-Urban
Delhi Technological University,Rajasthan,Commerce,381268,4.3,43,Yes,Semi-Urban
Jamia Millia Islamia,Tamil Nadu,Arts,258325,3.5,41,No,Rural
Symbiosis Institute of Business Management,Tamil Nadu,Hotel-management,413159,4.5,57,No,Semi-Urban
SRM Institute of Science and Technology,Uttar Pradesh,Hotel-management,169845,3.8,68,No,Urban
Shiv Nadar University,Karnataka,Medical,424554,4.3,62,No,Urban
Indian Institute of Science,Madhya Pradesh,Commerce,482975,4.5,48,Yes,Urban
Banaras Hindu University,Tamil Nadu,Pharmacy,278032,2.7,80,No,Urban
Indian Institute of Technology Bombay,Andhra Pradesh,Science,244757,3.6,54,Yes,Semi-Urban
Christ University,Uttar Pradesh,Hotel-management,85966,4.3,72,No,Urban
University of Delhi,Gujarat,Management,67497,2.9,60,No,Semi-Urban
Jadavpur University,Andhra Pradesh,Science,439058,3.1,44,No,Rural
National Institute of Technology Trichy,Uttar Pradesh,Commerce,288883,3.0,96,Yes,Urban
Banaras Hindu University,Delhi,Management,458521,3.0,66,Yes,Semi-Urban
Vellore Institute of Technology,Karnataka,Hotel-management,156837,4.3,45,Yes,Rural
University of Delhi,Odisha,Management,498706,4.8,44,No,Urban
Manipal Institute of Technology,Karnataka,Hotel-management,138212,3.9,52,No,Rural
Narsee Monjee Institute of Management Studies,Odisha,Commerce,348189,3.9,68,Yes,Semi-Urban
National Institute of Technology Trichy,Tamil Nadu,Arts,300535,4.1,62,No,Semi-Urban
Indian Institute of Technology Bombay,Uttar Pradesh,Engineering,266990,3.1,83,Yes,Urban
Birla Institute of Technology and Science,West Bengal,Engineering,414741,4.6,55,No,Urban
Indian Institute of Management Ahmedabad,Tamil Nadu,Pharmacy,491895,3.8,59,No,Rural
Indian Institute of Technology Bombay,Karnataka,Science,416243,4.7,55,No,Urban
Manipal Institute of Technology,Assam,Medical,253856,3.3,50,No,Semi-Urban
Jadavpur University,Gujarat,Engineering,460672,4.2,49,No,Urban
Christ University,Bihar,Commerce,250911,4.9,61,Yes,Semi-Urban
Delhi Technological University,Madhya Pradesh,Pharmacy,269180,3.7,89,No,Urban
Banaras Hindu University,West Bengal,Hotel-management,251033,2.6,68,No,Semi-Urban
Amity University,Bihar,Medical,110932,3.2,46,No,Urban
Jamia Millia Islamia,Maharashtra,Medical,163104,4.3,60,Yes,Semi-Urban
Vellore Institute of Technology,Andhra Pradesh,Management,138492,2.8,89,Yes,Semi-Urban
Indian Institute of Management Ahmedabad,Assam,Pharmacy,353988,4.9,72,No,Urban
Christ University,Haryana,Pharmacy,169373,4.6,75,No,Urban
Anna University,Punjab,Arts,199031,4.7,83,Yes,Semi-Urban
National Institute of Technology Trichy,Gujarat,Pharmacy,382350,5.0,42,Yes,Semi-Urban
Shiv Nadar University,Karnataka,Science,264580,4.0,54,Yes,Rural
Indian Institute of Management Ahmedabad,Tamil Nadu,Pharmacy,207670,3.6,77,No,Semi-Urban
Manipal Institute of Technology,Madhya Pradesh,Medical,232171,4.1,96,No,Urban
Banaras Hindu University,Haryana,Commerce,357410,4.9,71,No,Rural
Amity University,Gujarat,Engineering,234167,3.3,41,No,Semi-Urban
Manipal Institute of Technology,West Bengal,Hotel-management,432261,3.2,45,No,Urban
Manipal Institute of Technology,Gujarat,Pharmacy,305606,3.6,76,No,Urban
Indian Institute of Technology Bombay,Gujarat,Medical,476480,2.5,48,Yes,Urban
Manipal Institute of Technology,Andhra Pradesh,Medical,464391,4.0,58,Yes,Urban
Christ University,Gujarat,Management,294113,4.5,92,Yes,Semi-Urban
Birla Institute of Technology and Science,Delhi,Medical,342608,4.8,71,Yes,Semi-Urban
Ashoka University,Tamil Nadu,Hotel-management,494938,4.0,55,Yes,Urban
Christ University,Andhra Pradesh,Commerce,345010,2.9,72,No,Semi-Urban
Birla Institute of Technology and Science,West Bengal,Engineering,363846,4.4,88,No,Semi-Urban
Birla Institute of Technology and Science,Karnataka,Medical,95146,4.7,52,Yes,Rural
Jamia Millia Islamia,Delhi,Pharmacy,145789,4.8,70,No,Semi-Urban
Vellore Institute of Technology,Karnataka,Science,445283,3.9,92,Yes,Semi-Urban
Birla Institute of Technology and Science,Bihar,Pharmacy,497773,3.9,43,No,Rural
Amity University,Uttar Pradesh,Commerce,208389,2.6,82,Yes,Urban
Amity University,Odisha,Arts,422160,4.1,76,Yes,Semi-Urban
Banaras Hindu University,Assam,Science,277776,2.9,53,No,Semi-Urban
Banaras Hindu University,Delhi,Pharmacy,325720,3.9,92,No,Rural
National Institute of Technology Trichy,Bihar,Management,231608,4.1,49,Yes,Rural
Jadavpur University,Delhi,Medical,324625,3.2,81,No,Urban
National Institute of Technology Trichy,Haryana,Management,118240,3.8,58,Yes,Urban
Anna University,West Bengal,Engineering,214815,4.1,77,No,Rural
Indian Institute of Technology Bombay,Karnataka,Commerce,250979,4.2,96,No,Semi-Urban
Shiv Nadar University,Delhi,Management,488667,3.2,71,Yes,Rural
Anna University,Punjab,Commerce,383532,3.2,66,No,Rural
Birla Institute of Technology and Science,Assam,Management,124120,4.3,80,No,Semi-Urban
Anna University,Tamil Nadu,Medical,105851,4.1,71,No,Semi-Urban
Narsee Monjee Institute of Management Studies,Delhi,Pharmacy,474360,3.7,73,Yes,Semi-Urban
National Institute of Technology Trichy,Uttar Pradesh,Hotel-management,72789,4.4,85,No,Semi-Urban
Jadavpur University,Tamil Nadu,Science,388859,2.9,58,Yes,Semi-Urban
Vellore Institute of Technology,West Bengal,Hotel-management,485804,2.9,42,Yes,Urban
Banaras Hindu University,Madhya Pradesh,Management,378221,4.9,95,Yes,Rural
Symbiosis Institute of Business Management,Haryana,Medical,301361,3.3,93,No,Semi-Urban
Jadavpur University,Haryana,Engineering,71150,4.7,96,Yes,Rural
Anna University,Madhya Pradesh,Commerce,437430,3.7,57,Yes,Rural
Vellore Institute of Technology,Uttar Pradesh,Pharmacy,175137,4.7,87,Yes,Semi-Urban
Symbiosis Institute of Business Management,Rajasthan,Pharmacy,410259,3.4,88,No,Rural
Narsee Monjee Institute of Management Studies,Tamil Nadu,Pharmacy,437042,4.5,59,Yes,Rural
Amity University,Gujarat,Engineering,466577,3.3,75,No,Rural
Banaras Hindu University,Bihar,Pharmacy,70496,2.9,98,Yes,Rural
Indian Institute of Technology Bombay,Bihar,Pharmacy,274694,3.7,43,No,Urban
Narsee Monjee Institute of Management Studies,Karnataka,Management,401409,3.6,40,Yes,Urban
Shiv Nadar University,Maharashtra,Engineering,265353,3.3,63,No,Rural
National Institute of Technology Trichy,Assam,Arts,309491,3.3,80,No,Rural
Birla Institute of Technology and Science,Punjab,Hotel-management,441600,3.9,93,No,Semi-Urban
Shiv Nadar University,Maharashtra,Engineering,325182,2.5,70,Yes,Semi-Urban
National Institute of Technology Trichy,Haryana,Management,186834,4.6,78,No,Urban
SRM Institute of Science and Technology,Bihar,Engineering,158850,4.8,58,No,Urban
Indian Institute of Science,Uttar Pradesh,Management,317956,3.1,62,No,Semi-Urban
Birla Institute of Technology and Science,Haryana,Science,451148,4.9,85,Yes,Semi-Urban
Vellore Institute of Technology,Gujarat,Science,462514,2.9,54,Yes,Semi-Urban
Anna University,Karnataka,Pharmacy,446796,4.2,47,Yes,Semi-Urban
National Institute of Technology Trichy,Bihar,Medical,105565,3.0,40,No,Urban
Vellore Institute of Technology,Karnataka,Arts,173756,3.2,97,Yes,Urban
Indian Institute of Management Ahmedabad,Rajasthan,Science,73865,4.7,58,Yes,Urban
Delhi Technological University,Delhi,Commerce,232535,4.6,85,Yes,Semi-Urban
Jamia Millia Islamia,Maharashtra,Hotel-management,266385,4.2,86,Yes,Urban
Manipal Institute of Technology,Madhya Pradesh,Hotel-management,206262,3.6,63,Yes,Urban
Anna University,Uttar Pradesh,Engineering,489176,3.9,96,Yes,Semi-Urban
University of Delhi,Maharashtra,Pharmacy,281177,4.4,85,No,Urban
Indian Institute of Technology Bombay,Gujarat,Science,172240,4.1,97,No,Urban
Shiv Nadar University,Odisha,Commerce,93562,3.8,51,No,Rural
Jadavpur University,Andhra Pradesh,Engineering,233864,3.3,58,No,Urban
Narsee Monjee Institute of Management Studies,Andhra Pradesh,Arts,458333,2.8,53,Yes,Semi-Urban
Shiv Nadar University,Rajasthan,Medical,487406,3.2,97,Yes,Urban
Christ University,Punjab,Medical,357828,2.9,65,Yes,Urban
Delhi Technological University,Maharashtra,Arts,396507,4.6,64,No,Semi-Urban
SRM Institute of Science and Technology,Punjab,Pharmacy,312968,4.8,73,Yes,Rural
Delhi Technological University,Maharashtra,Engineering,333592,2.8,66,Yes,Semi-Urban
Christ University,Assam,Medical,411842,3.6,59,Yes,Urban
Banaras Hindu University,Uttar Pradesh,Science,369642,2.6,90,Yes,Urban
Amity University,Haryana,Science,427101,4.3,66,No,Urban
National Institute of Technology Trichy,Assam,Engineering,231628,2.7,52,No,Urban
Symbiosis Institute of Business Management,Punjab,Science,55953,4.8,42,No,Rural
University of Delhi,Maharashtra,Commerce,254220,4.7,96,Yes,Semi-Urban
Amity University,Madhya Pradesh,Pharmacy,229566,4.7,63,No,Semi-Urban
Amity University,Haryana,Hotel-management,458997,3.7,51,Yes,Rural
Manipal Institute of Technology,Rajasthan,Arts,395560,3.5,70,Yes,Urban
Narsee Monjee Institute of Management Studies,Punjab,Hotel-management,405874,4.9,78,No,Semi-Urban
Banaras Hindu University,Uttar Pradesh,Hotel-management,90686,4.8,68,Yes,Urban
Symbiosis Institute of Business Management,West Bengal,Management,358190,3.1,46,No,Rural
Jamia Millia Islamia,Karnataka,Arts,492928,2.6,63,No,Rural
Birla Institute of Technology and Science,Delhi,Science,169199,3.2,68,No,Urban
National Institute of Technology Trichy,Andhra Pradesh,Medical,355622,3.0,43,Yes,Semi-Urban
Vellore Institute of Technology,Odisha,Arts,465403,4.3,54,Yes,Rural
Christ University,West Bengal,Management,225619,3.9,41,Yes,Rural
Jadavpur University,Madhya Pradesh,Medical,218051,3.4,93,No,Semi-Urban
Vellore Institute of Technology,Haryana,Science,443999,4.9,59,Yes,Semi-Urban
Birla Institute of Technology and Science,West Bengal,Commerce,111513,3.3,68,No,Semi-Urban
Narsee Monjee Institute of Management Studies,Uttar Pradesh,Science,71952,4.3,76,No,Semi-Urban
Indian Institute of Science,Andhra Pradesh,Engineering,459838,3.7,93,No,Semi-Urban
Banaras Hindu University,West Bengal,Medical,58986,4.9,92,Yes,Rural
Manipal Institute of Technology,Andhra Pradesh,Arts,306950,3.4,57,No,Urban
Shiv Nadar University,Karnataka,Science,468660,4.7,80,No,Urban
SRM Institute of Science and Technology,Maharashtra,Pharmacy,323275,4.4,93,Yes,Semi-Urban
Christ University,Rajasthan,Arts,267893,2.5,82,Yes,Urban
National Institute of Technology Trichy,Rajasthan,Medical,480999,5.0,79,Yes,Rural
Symbiosis Institute of Business Management,Maharashtra,Management,434227,4.3,54,No,Semi-Urban
Indian Institute of Science,Andhra Pradesh,Medical,360387,2.6,53,No,Urban
Delhi Technological University,Uttar Pradesh,Management,329824,3.0,56,No,Rural
National Institute of Technology Trichy,Odisha,Management,344352,2.9,75,No,Urban
Vellore Institute of Technology,Bihar,Engineering,351570,3.2,87,No,Urban
Ashoka University,Andhra Pradesh,Commerce,107655,4.1,92,No,Rural
Amity University,Madhya Pradesh,Commerce,290261,4.4,84,Yes,Rural
Delhi Technological University,Uttar Pradesh,Commerce,448209,2.7,77,No,Rural
Indian Institute of Technology Bombay,Madhya Pradesh,Engineering,162514,4.4,69,Yes,Rural
University of Delhi,Assam,Commerce,109210,4.6,64,No,Rural
Vellore Institute of Technology,Uttar Pradesh,Commerce,437581,5.0,66,Yes,Urban
Vellore Institute of Technology,Gujarat,Medical,279348,4.8,62,Yes,Semi-Urban
University of Delhi,Tamil Nadu,Management,295737,3.7,71,No,Rural
University of Delhi,Karnataka,Management,307889,3.4,96,No,Semi-Urban
Amity University,Karnataka,Commerce,354981,2.6,58,Yes,Rural
Christ University,Punjab,Pharmacy,203091,3.3,62,Yes,Semi-Urban
Jamia Millia Islamia,Haryana,Science,428048,4.2,90,Yes,Urban
Indian Institute of Science,Maharashtra,Science,134541,4.9,73,No,Urban
Jamia Millia Islamia,Bihar,Science,253856,4.2,82,No,Semi-Urban
Ashoka University,Delhi,Commerce,161133,2.7,95,No,Urban
Christ University,Gujarat,Arts,447521,4.3,86,No,Semi-Urban
SRM Institute of Science and Technology,Punjab,Science,407230,4.6,44,No,Rural
Delhi Technological University,Delhi,Medical,159870,3.3,55,Yes,Semi-Urban
Symbiosis Institute of Business Management,Assam,Commerce,213772,3.1,70,No,Rural
Anna University,Haryana,Arts,342074,2.8,46,Yes,Rural
Amity University,Maharashtra,Engineering,439776,4.3,98,No,Rural
Delhi Technological University,Delhi,Pharmacy,456326,3.6,65,Yes,Rural
Jamia Millia Islamia,Odisha,Engineering,112965,3.2,69,Yes,Rural
Amity University,Delhi,Commerce,153285,4.9,93,Yes,Urban
Shiv Nadar University,Tamil Nadu,Pharmacy,115541,4.4,76,No,Urban
Anna University,Andhra Pradesh,Arts,235100,4.6,63,Yes,Rural
Vellore Institute of Technology,Andhra Pradesh,Pharmacy,391177,4.4,54,No,Rural
National Institute of Technology Trichy,Rajasthan,Medical,296197,2.7,59,No,Semi-Urban
Indian Institute of Science,Odisha,Medical,405012,3.7,87,No,Rural
Delhi Technological University,West Bengal,Science,74153,4.6,67,Yes,Urban
Banaras Hindu University,Haryana,Pharmacy,329458,4.0,55,Yes,Rural
Vellore Institute of Technology,Haryana,Arts,399467,5.0,44,Yes,Semi-Urban
Vellore Institute of Technology,Odisha,Pharmacy,50976,3.7,45,No,Urban
Indian Institute of Technology Bombay,Haryana,Engineering,121607,4.3,77,No,Rural
Amity University,Karnataka,Commerce,422053,2.9,72,No,Urban
Jamia Millia Islamia,Odisha,Medical,316872,4.1,93,Yes,Rural
Shiv Nadar University,Punjab,Arts,86552,4.8,45,Yes,Urban
Indian Institute of Management Ahmedabad,Andhra Pradesh,Science,66099,3.0,68,No,Urban
Narsee Monjee Institute of Management Studies,Gujarat,Commerce,316831,3.6,75,No,Urban
Shiv Nadar University,Andhra Pradesh,Management,166115,3.2,94,Yes,Rural
Symbiosis Institute of Business Management,West Bengal,Arts,304417,3.6,50,Yes,Urban
Jadavpur University,Rajasthan,Engineering,100674,3.2,56,Yes,Rural
Shiv Nadar University,Assam,Science,487217,4.4,42,No,Rural
Symbiosis Institute of Business Management,Gujarat,Commerce,403273,3.6,54,Yes,Urban
Symbiosis Institute of Business Management,Punjab,Arts,54390,2.9,88,No,Urban
Jamia Millia Islamia,Punjab,Engineering,204134,3.9,45,Yes,Rural
Amity University,Rajasthan,Arts,430702,4.5,61,No,Semi-Urban
Banaras Hindu University,Tamil Nadu,Science,191058,4.8,96,No,Urban
Indian Institute of Science,Odisha,Engineering,98840,4.0,90,No,Urban
Birla Institute of Technology and Science,Maharashtra,Science,472299,4.8,97,No,Rural
Indian Institute of Science,Tamil Nadu,Engineering,90868,4.2,73,No,Rural
Amity University,Punjab,Pharmacy,72171,4.1,80,No,Semi-Urban
SRM Institute of Science and Technology,Assam,Management,222531,2.7,69,No,Semi-Urban
Delhi Technological University,Andhra Pradesh,Management,176928,4.5,90,Yes,Semi-Urban
Delhi Technological University,West Bengal,Medical,291864,4.5,65,No,Rural
SRM Institute of Science and Technology,Andhra Pradesh,Science,318215,3.6,92,Yes,Semi-Urban
Symbiosis Institute of Business Management,Bihar,Hotel-management,390670,4.3,49,No,Semi-Urban
Manipal Institute of Technology,Madhya Pradesh,Management,171157,4.2,40,Yes,Semi-Urban
Banaras Hindu University,Uttar Pradesh,Commerce,482372,3.5,80,No,Semi-Urban
Birla Institute of Technology and Science,Karnataka,Medical,304004,4.9,85,No,Semi-Urban
Indian Institute of Science,Bihar,Hotel-management,104002,2.6,83,No,Semi-Urban
Narsee Monjee Institute of Management Studies,Rajasthan,Engineering,90967,4.1,86,Yes,Urban
Delhi Technological University,Andhra Pradesh,Hotel-management,229504,2.7,41,No,Urban
Manipal Institute of Technology,Rajasthan,Commerce,77835,4.6,57,Yes,Rural
Vellore Institute of Technology,Maharashtra,Engineering,322406,4.3,51,No,Semi-Urban
Vellore Institute of Technology,Maharashtra,Management,203792,2.6,63,Yes,Semi-Urban
Symbiosis Institute of Business Management,Haryana,Arts,118516,4.2,60,No,Rural
Delhi Technological University,Uttar Pradesh,Hotel-management,416038,4.0,65,Yes,Semi-Urban
National Institute of Technology Trichy,Haryana,Commerce,352915,4.3,83,Yes,Urban
National Institute of Technology Trichy,Madhya Pradesh,Management,107941,2.9,93,No,Urban
Shiv Nadar University,Tamil Nadu,Hotel-management,383007,4.6,79,Yes,Rural
National Institute of Technology Trichy,West Bengal,Arts,115095,2.9,69,No,Semi-Urban
Jadavpur University,Odisha,Engineering,298948,3.2,62,Yes,Urban
Vellore Institute of Technology,Andhra Pradesh,Arts,73564,4.3,60,Yes,Rural
University of Delhi,Maharashtra,Pharmacy,412456,3.1,91,Yes,Semi-Urban
Banaras Hindu University,West Bengal,Commerce,62571,3.6,44,No,Semi-Urban
Jamia Millia Islamia,Rajasthan,Arts,426402,3.4,96,Yes,Urban
Symbiosis Institute of Business Management,Gujarat,Engineering,419430,2.7,90,Yes,Urban
National Institute of Technology Trichy,Uttar Pradesh,Management,113607,4.5,64,Yes,Semi-Urban
Narsee Monjee Institute of Management Studies,Karnataka,Commerce,347684,2.5,55,No,Urban
Birla Institute of Technology and Science,Punjab,Engineering,117053,3.4,82,Yes,Rural
Indian Institute of Science,Bihar,Commerce,327641,4.5,59,Yes,Urban
Vellore Institute of Technology,Gujarat,Arts,390088,2.9,57,No,Rural
Banaras Hindu University,Gujarat,Commerce,172379,2.9,72,No,Semi-Urban
Indian Institute of Management Ahmedabad,Gujarat,Hotel-management,95074,3.1,49,Yes,Semi-Urban
Delhi Technological University,Uttar Pradesh,Medical,382829,3.8,81,No,Rural
Anna University,Karnataka,Commerce,313712,4.2,97,No,Semi-Urban
Vellore Institute of Technology,Delhi,Arts,487588,2.9,89,Yes,Rural
Birla Institute of Technology and Science,Delhi,Commerce,305737,2.7,92,No,Urban
National Institute of Technology Trichy,Assam,Medical,353523,3.3,66,No,Urban
Jadavpur University,Tamil Nadu,Management,360244,3.1,60,Yes,Urban
Birla Institute of Technology and Science,Madhya Pradesh,Arts,79892,5.0,60,No,Semi-Urban
Banaras Hindu University,Haryana,Pharmacy,384475,4.4,62,No,Semi-Urban
National Institute of Technology Trichy,Bihar,Commerce,325625,2.5,85,Yes,Rural
Symbiosis Institute of Business Management,West Bengal,Science,394516,2.9,69,Yes,Rural
Indian Institute of Science,West Bengal,Pharmacy,66882,3.1,84,No,Semi-Urban
Jadavpur University,Gujarat,Arts,257276,4.3,43,No,Rural
SRM Institute of Science and Technology,Gujarat,Science,266102,4.7,97,Yes,Semi-Urban
Indian Institute of Science,Gujarat,Arts,256681,3.9,47,Yes,Semi-Urban
Anna University,West Bengal,Management,414621,4.8,58,No,Urban
